num|nb_reactions|nb_commentaires|text_post
642|4|0| sauf que dans le texte illustrant cette image le postulat de base est faux ("ce qui est censé ne jamais avoir existé auparavant"...). Tout comme l'ère Glacière, personne ne la nie.Mais aujourd'hui les causes sont drastiquement différentes et c'est bien là le point
643|1|0| vous niez qu il y a un cycle madame???Donc pourquoi  durant l activite humaine trop basse  pendant la pandemie l augmentation de  co2 et methane  n ont pas change...
644|0|0| ça dépend 😂
645|6|0| l'inertie ça vous parle ?
646|9|0| alors justement la sécheresse des "pierres de la faim" sont pris en exemple pour montrer que les phénomènes qui avant avaiemt lieu une fois tous les 100 ans ou 1000 ans auront lieu avec le réchauffement climatique 5 à 10 fois plus souvent... donc non, cet exemple ne remet pas en cause qu'il faut réduire notre empreinte carbonne, à moins de considérer que c'est pas grave de voir répliquer des sécheresses comme celles de cette année  de plus en  plus souvent...Pour rappel 50% des cultures de céréales de cette année en europe sont fichues. Ouvrons les yeux!
647|11|0|Ça existe encore les climatosceptiques?
648|1|0|Certes mais notre activité humaine impacte de façon  exponentielle y compris le timing. 
649|0|0| non elle ne parle qu avec toi.
650|1|0| les variations naturelles du climat existent et nous sortons d’un petit âge glaciaire…Lisez Roucaute « L’obscurantisme vert » pour sortir de la doxa …
651|3|0| Non merci je ne lirai pas cet homme anti-science qui raconte n’importe quoi et qui nous conduit à l’inaction climatique. Lui et vos gourous portent le coût de l’inaction climatique qui aujourd’hui nous envoie droit dans le mur.
652|1|0| Alors si c'est déjà arrivé, on peut continuer à polluer à tout va n'est ce pas ? Et l'augmentation de la fréquence de l'apparition de ces évènements, ca vous parle ? Mais pas grave, on est dans le mur et vous ne le voyez pas. Raisonnement de ceux qui veulent que rien ne change. Et comme le changement progressif ne fonctionne pas (la preuve, on parle des problèmes écologiques depuis 50 ans), il faut aller plus vite car nos ressources ne sont pas infinies.
653|0|0| quand  vous faite la difference  entre .1wpar m2 et 0.1 degree   parlez  du science. 
654|0|0| voila en Europe  secheresse en 🇸🇦 saudite des pluies et des orages  dans des places qu on attendait jamais est ce l axe de rotation   terrestrial est en changement???
655|1|0| je dirais l'accélération de phénomènes extrêmes, qui est un des effets du rėchauffement climatique.
656|0|0| et surquoi c est base cet analyse ?Quel est la relation entre  echauffement et les orages en saoudites???Dans les Saharas saoudien depuis des millinaires d annees  il y avait des orages et des pluie et apres on avait une secheresse  sans que les hommes peuvent y rien faire ... 
657|1|0| c'est une espèce en voie de disparition, mais il y a un gars pas très malin qui a dû lancer un programme de préservation.
658|0|0| surtout restez blindé dans vos certitudes ! Vous devriez relire Aristote et ses Topiques : avant de traiter un pb scientifique, poser les opinions différentes permettent ensuite de mieux avancer
659|1|0| ça fait 50 ans qu’on attend, 50 ans d’inaction climatique. Vous connaissez le résultat que l’on à aujourd’hui. Restez dans vos croyances anti-science mais ne les vendez pas à tout le monde, on a plus le temps d’attendre. Peut-être avez-vous peur de ce qui arrive?
660|2|0| le réchauffement climatique est une certitude. En science on traite d'opinions différentes quand il y en a, ça n'est plus cas concernant le réchauffement de la planète.
661|0|0| ce qui n'est absolument pas consensuel c'est la causalité du réchauffement climatique !
662|0|0| ah ben si c'est clairement les activités humaines. Trouvez moi une étude sérieuse qui prétend le contraire.
663|0|0| Voilà bien une mentalité sectaire ! C'est à ceux qui affirment la causalité de la prouver : tant que vous ne l'aurez pas fait, le doute est la SEULE démarche scientifique. 
664|1|0| il y a un consensus mondial. Documentez vous et arrêtez de mentir! Êtes-vous un anti science?
665|1|0| alors vous devriez revoir la définition d'une secte cher monsieur. De plus, je n'ai rien à prouver, les climatologues le font depuis des années. Mais peut-être vous croyez vous plus fort que 4000 climatologues de toutes nationalités, obédiences et philosophies qui publient leurs travaux dans des revues à comité de lecture.  Dans ce cas là on vous attend également pour éradiquer la fin dans le monde et soigner le cancer.
666|0|0| je n'ai aucune prétention à soigner quoique ce soit. J'expose mes doutes et propose à chacun une réflexion. En sachant qu'on ne résout jamais un problème en confiant la solution à ceux qui ont bâti leur carrière sur ce problème. 
667|0|0| les oncologue bâtissent leur carrière sur le soin du cancer. Il ne faut donc pas aller chez eux si jamais ça vous arrive.
668|0|0| Êtes-vous anti science?
669|0|0| mais quelle idée farfelue ! Si la science c'est Greta Thunberg et le charlatanisme c'est le Prof. Raoult, peut-être. Si la science c'est être toujours dans le doute, alors je suis beaucoup plus scientifique que les pseudo experts des chaînes TV.
670|0|0| donc vous dites très clairement que les travaux du GIEC, que les milliers d’études scientifiques dont les rapports sont issus ainsi que le consensus scientifique mondial sont du charlatanisme? Donc vous ne croyez pas en la science?
671|0|0| le probleme c est que la terre  produit maintenant  160000 tera watt/h avec le vapeur d eau tu auras plus d effet de serre que les autre gaz .Pour diminuer ca ne suffira de minimaliser les emissions  mais il faut minimaliser l energies qu on produit.
672|0|0| si c'est consensuel....
673|6|1|Ouvrir le débat sur la justice sociale, ce qui n'a pas été fait lors du 2eme tour de la présidentielle...
674|8|0|Ouvrir le débat sur la justice sociale, ce qui n'a pas été fait lors du 2eme tour de la présidentielle...
675|0|0|Commencons plutot par taxer à leur juste prix les vols low cost qui 1)  représentent  une part importante de vols  2) créent une aberration cout/écologie.  Evidemment sans doute moins populaire que de "taxer les riches "
676|2|6| 👍
677|1|0| je ne partage pas ton point de vue, nous ne sommes plus dans une situation ou une poignée de personnes peuvent polluer la planète sur laquelle tu vis, tes enfants et petits-enfants vivent, pour leur simple plaisir ... à trop tirer sur la corde, oui, on va devoir arriver à interdire ... puisque visiblement l'espèce humaine ne comprend pas autrement ;-) En toute amitié et pour le plaisir d'en débattre !
678|1|0| mon point de vue ,si tu me lis bien, c’est l’innovation source de solutions , à débattre avec plaisir .Amicalement
679|0|0| c'est bien là-dessus que je ne te rejoins pas (soyons honnête : "que je ne te rejoins plus ..." car j'ai pu le penser aussi)
680|0|0| tres bien et le numérique dans ce monde n’est t-il pas un facteur polluant que nous ne maîtrisons pas  (article G.Pitron) extrait-Le paradoxe de la nouvelle génération : elle est la « génération climat », mais également celle qui utilise à outrance ces outils numériques dont elle ne comprend pas toujours les impacts ­écologiques.L’ensemble du numérique représente 10 % de l’électricité mondiale, et 4 % des gaz à effet de serre ; c’est un impact matériel très fort (trois fois l’empreinte matérielle d’un pays comme la France ou la Grande-Bretagne). Ajoutons les mines exploitées pour extraire les métaux qui servent à la fabrication des téléphonesAvant la pandémie, on estimait que la consommation énergétique du numérique serait multipliée par deux à l’horizon 2025 : on parle de 20 % de consommation de l’électricité, de 7 à 8 % des émissions des gaz à effet de serre.Un e-mail c’est environ 15 g de CO2 - soit quelque 130 mètres parcourus par une voiture neuve en Europe. Mieux vaut donc envoyer un e-mail qu’une lettre ou utiliser une voiture Les 319 milliards de mails que nous nous envoyons chaque jour à un impact significatif ,Question : doit on interdire internet ? Ou réguler en innovant ? .
681|0|0| Tu as raison mais cela n'ôte rien à la question de l'avion ... L'empreinte du numérique est équivalente à celle de l'aviation ... est-ce une raison pour ne pas traiter le(s) problème(s) ? La France ne représente que 1% des émissions ... est-ce pour cela que notre pays ne doit pas faire d'efforts ? D'ailleurs cet échange devrait avoir lieu lors de notre prochain déjeuner ;-) il serait moins impactant pour notre planète et plus agréable non ?
682|0|0| 👍
683|0|0|Les lobbyistes s’attaqueraient directement à la mesure.C’est à dire, des pressions qui proviendront directement d’hommes influents et ceci de façon internationale.Le fait que cette mesure soit sérieusement débattue risque  de faire du bruit médiatique un peu partout.Le fait que cete mesure soit adoptée va lancer un message très fort à l’international.
684|1|0|Si j'ai bien compris le problème du réchauffement climatique, il faut réduire de façon drastique nos émissions globales ?Donc si on doit choisir entre quelques centaines de jets privés et 10 000 Airbus et Boeing en permanence dans le ciel, il vaut mieux abandonner les gros avions qui sont plus nombreux ? C'est pas trop compliqué a priori comme problème mathématique pour un ancien financier ? Et bah il semble que si !Au début du siècle dernier très peu de gens avaient une voiture et ça ne posait de problème à personne que ce soit l'élite qui en possède parce que nous étions dans une société basée sur le travail et le mérite. Puis est venue la massification, l'américanisation, la société du divertissement, les gadgets à gogo, l'automatisation à tous les niveaux et finalement la fainéantise physique et intellectuelle généralisée du peuple.Tu ferais donc mieux d'expliquer qu'il n'y a que les scientifiques de haut niveau, les (vrais) chefs d'état, les (vrais) artistes internationaux et les (vrais) chefs d'entreprise qui doivent pouvoir bénéficier de cette invention très polluante. Tu préfères tomber le populisme le plus crasse et brosser la foule avide de lynchage dans le sens du poil pour construire ta propre notoriété : pitoyable
685|1|0|, ça peut t'intéresser :) (Thomas, pour info  a beaucoup partagé sur ce sujet des jets privés en France. Aussi sur les yatchs... )Je comprends absolument pas comment on peut gueuler pour une histoire d'atteinte aux libertés. Quelle liberté? De polluer? Mais la liberté ne s'arrête t-elle pas là où celles des autres commencent? Comme, la liberté de vivre dans un monde vivant et sain?
